Sampling.Unit.Name,Date,Wind,Precipitation,PercentCloudCover,DominantCoverType,TidalConditions,VegetationHeight,DisturbGeneral-Collected,VisibleArea-VisibleArea,PercentCover-PercentFlood,CoverType-SecondaryCoverType,PercentCover-PercentVegetated
LLANOS2,2021-02-15,2,0,0,99,7,,0,100,0,,0
LLANOS2,2021-08-28,1,0,0,99,9,0,1,100,0,,0
LLANOS2,2022-02-03,1,0,100,99,6,0,0,100,0,,0
LLANOS2,2022-07-26,0,0,10,99,3,1,1,100,0,,70
LLANOS2,2023-02-13,3,0,90,99,6,1,1,100,0,,95
LLANOS2,2023-07-09,2,0,80,99,2,0,0,100,0,,0
LLANOS3,2020-08-31,1,0,10,99,1,0,,100,0,,0
LLANOS3,2021-02-15,2,0,0,99,7,,0,100,0,,0
LLANOS3,2021-08-28,1,0,0,99,9,0,1,100,0,,0
LLANOS3,2022-02-03,1,0,100,99,6,0,0,100,0,,0
LLANOS3,2022-07-26,1,0,10,99,3,1,0,100,0,,70
LLANOS3,2023-02-13,4,0,90,99,6,1,0,100,0,,95
LLANOS3,2023-07-09,2,0,80,99,2,1,0,100,0,,70
LLANOS4,2020-08-31,1,0,10,99,1,0,,100,0,,0
LLANOS4,2021-02-15,2,0,0,99,7,,0,100,0,,0
LLANOS4,2021-08-28,1,0,0,99,9,0,1,100,0,,0
LLANOS4,2022-02-03,1,0,100,99,6,0,0,100,0,,0
LLANOS4,2022-07-26,1,0,10,99,3,1,1,100,0,,80
LLANOS4,2023-02-13,4,0,10,99,6,1,1,100,0,,95
LLANOS4,2023-07-09,2,0,80,99,2,1,1,100,0,,80
LLUTA1,2020-01-31,1,0,98,16,6,1,1,100,,3,20
LLUTA1,2021-02-03,0,0,80,1,6,5,1,90,0,16,25
LLUTA1,2022-02-15,0,0,70,1,2,5,0,100,0,16,25
LLUTA1,2022-07-09,0,0,100,1,5,5,1,100,0,16,25
LLUTA1,2023-02-14,0,0,50,1,7,5,1,100,0,16,25
LLUTA1,2023-07-03,0,0,100,1,2,5,1,100,,16,25
LLUTA2,2020-01-31,1,0,98,16,6,,1,100,15,,
LLUTA2,2021-02-03,0,0,80,1,6,5,1,90,10,16,15
LLUTA2,2022-02-15,0,0,60,1,3,5,0,90,5,16,20
LLUTA2,2022-07-09,0,0,100,1,5,5,1,90,5,16,20
LLUTA2,2023-02-14,1,0,50,1,7,5,1,100,15,16,35
LLUTA3,2020-01-31,1,0,95,16,6,1,1,100,15,,10
LLUTA3,2021-02-03,1,0,60,1,4,5,1,100,5,16,45
LLUTA3,2022-02-15,1,0,30,1,3,5,0,100,5,16,45
LLUTA3,2022-07-09,1,0,100,1,7,5,1,100,5,16,45
LLUTA3,2023-02-14,1,0,50,1,7,5,1,100,5,16,45
LLUTA3,2023-07-03,1,0,100,1,3,5,1,100,5,16,45
LLUTA4,2020-01-31,1,0,80,16,6,1,1,100,15,,35
LLUTA4,2021-02-03,2,0,40,1,4,5,,90,5,16,30
LLUTA4,2022-02-15,2,0,15,1,5,5,0,90,30,16,55
LLUTA4,2022-07-09,1,0,100,1,7,5,1,90,30,16,55
LLUTA4,2023-02-14,1,0,50,1,8,5,1,100,30,16,45
LLUTA4,2023-07-03,1,0,100,1,3,5,1,90,20,16,50
LLUTA5,2020-01-31,1,0,70,16,6,0,1,100,,,
LLUTA5,2021-02-03,1,0,40,1,1,5,,90,5,16,45
LLUTA5,2022-02-15,3,0,15,1,5,5,1,90,20,16,40
LLUTA5,2022-07-09,1,0,95,1,7,5,1,90,20,16,40
LLUTA5,2023-02-14,2,0,30,1,6,5,1,95,20,16,20
LLUTA5,2023-07-03,1,0,100,1,5,5,1,90,5,16,30
MAIPO1,2017-02-11,2,0,10,16,1,1,1,100,0,,0
MAIPO1,2018-02-11,2,0,40,16,4,1,0,100,0,1,5
MAIPO1,2019-02-04,2,0,80,17,1,,,0,,16,
MAIPO1,2020-01-20,1,0,100,17,1,1,1,100,50,16,15
MAIPO1,2021-01-28,1,0,10,17,1,0,0,100,,,
MAIPO1,2021-07-06,4,0,80,17,3,,0,0,,,
MAIPO1,2022-02-15,0,0,100,17,2,3,,100,50,,20
MAIPO1,2022-06-17,2,0,0,17,2,3,,100,50,,20
MAIPO1,2023-02-09,2,0,100,17,4,1,1,85,50,,10
MAIPO1,2023-07-06,0,0,,17,3,,1,30,70,,
MAIPO10,2017-02-11,2,0,10,16,1,1,1,,,,
MAIPO10,2021-01-28,1,0,5,16,3,1,0,100,0,99,10
MAIPO10,2021-07-06,2,0,40,16,3,1,1,100,,15,10
MAIPO10,2022-02-15,1,0,100,15,1,0,1,100,70,16,0
MAIPO10,2022-06-17,3,0,0,15,1,,1,100,70,16,
MAIPO10,2023-02-09,3,0,100,16,4,0,1,100,45,,0
MAIPO10,2023-07-06,0,0,,,3,,,0,100,,
MAIPO11,2017-02-11,2,0,10,16,1,1,1,,,,
MAIPO11,2021-01-28,1,0,0,16,5,4,0,60,,99,30
MAIPO11,2021-07-06,2,0,40,16,3,1,1,100,,15,15
MAIPO11,2022-02-15,1,0,100,15,1,0,1,100,90,16,0
MAIPO11,2022-06-17,3,0,0,15,1,,0,100,90,16,
MAIPO11,2023-02-09,3,0,100,16,4,0,1,100,55,,0
MAIPO11,2023-07-06,0,0,,,3,,,0,100,,
MAIPO12,2017-02-11,2,0,10,16,1,1,1,,,,
MAIPO12,2021-01-28,1,0,0,16,5,2,,100,,99,40
MAIPO12,2021-07-06,2,0,40,16,3,0,1,100,,,
MAIPO12,2022-02-15,1,0,100,15,1,0,1,100,80,16,0
MAIPO12,2022-06-17,3,0,0,15,2,,0,100,80,16,
MAIPO12,2023-02-09,3,0,100,16,4,0,1,100,50,,0
MAIPO12,2023-07-06,0,0,,,3,,,0,100,,
MAIPO13,2017-02-11,2,0,10,16,1,1,1,,,,
MAIPO13,2021-01-28,1,0,0,16,5,2,1,100,,99,10
MAIPO13,2021-07-06,2,0,40,16,3,0,1,100,,15,
MAIPO13,2022-02-15,1,0,100,15,2,0,1,100,80,16,0
MAIPO13,2022-06-17,3,0,0,15,2,,1,100,80,16,
MAIPO13,2023-02-09,3,0,100,16,4,0,1,100,50,,0
MAIPO13,2023-07-06,0,0,,,3,,,0,100,,
MAIPO14,2022-02-15,2,0,100,15,1,1,1,90,10,16,30
MAIPO14,2022-06-17,2,0,0,1,3,,0,90,60,,30
MAIPO14,2023-02-09,4,0,100,15,2,1,1,100,95,1,5
MAIPO14,2023-07-06,0,0,,14,3,1,1,100,70,15,5
MAIPO15,2022-02-15,1,0,100,15,1,2,1,100,30,16,20
MAIPO15,2022-06-17,1,0,0,15,3,2,0,100,50,16,20
MAIPO15,2023-02-09,4,0,100,15,2,0,1,100,100,1,0
MAIPO15,2023-07-06,0,0,,15,4,1,1,65,80,19,5
MAIPO2,2017-02-11,2,0,10,16,1,1,1,,,,
MAIPO2,2018-02-11,2,0,40,16,4,1,1,100,,,5
MAIPO2,2019-02-04,2,0,80,16,1,1,1,100,10,,5
MAIPO2,2020-01-20,1,0,100,16,1,0,1,100,,,
MAIPO2,2021-01-28,1,0,10,16,1,0,1,100,,,
MAIPO2,2021-07-06,4,0,80,16,3,,1,100,,,
MAIPO2,2022-02-15,1,0,100,16,2,0,1,100,60,15,0
MAIPO2,2022-06-17,3,0,0,16,2,,0,100,40,15,0
MAIPO2,2023-02-09,2,0,100,16,4,0,1,100,10,,0
MAIPO2,2023-07-06,0,0,,16,3,1,1,95,15,19,15
MAIPO3,2017-02-11,2,0,10,16,1,1,1,100,0,,0
MAIPO3,2018-02-11,2,0,40,16,4,0,1,100,0,,0
MAIPO3,2019-02-04,2,0,80,16,1,1,1,100,10,,5
MAIPO3,2020-01-20,1,0,100,16,1,0,1,100,,,
MAIPO3,2021-01-28,1,0,10,16,1,0,1,100,0,,0
MAIPO3,2021-07-06,4,0,80,16,3,0,1,100,,,
MAIPO3,2022-02-15,,,,,,,,,,,
MAIPO3,2022-06-17,3,0,0,16,2,,1,100,80,15,0
MAIPO3,2023-02-09,3,0,100,16,4,0,1,100,35,,0
MAIPO3,2023-07-06,0,0,,16,3,,1,95,40,19,
MAIPO4,2017-02-11,2,0,10,16,1,1,,100,0,,0
MAIPO4,2018-02-11,2,0,40,16,4,0,1,100,0,,0
MAIPO4,2019-02-04,2,0,80,16,1,1,1,100,10,,5
MAIPO4,2020-01-20,1,0,100,16,1,0,1,100,,,
MAIPO4,2021-01-28,1,0,10,16,1,0,1,100,0,,0
MAIPO4,2021-07-06,5,0,65,16,3,0,1,100,,,
MAIPO4,2022-02-15,2,0,100,16,3,2,1,90,10,15,10
MAIPO4,2022-06-17,3,0,0,16,3,2,0,90,10,15,10
MAIPO4,2023-02-09,4,0,100,16,4,1,1,100,5,,35
MAIPO4,2023-07-06,0,0,,16,3,,1,100,20,19,
MAIPO5,2020-01-20,1,0,100,16,1,1,1,90,,15,25
MAIPO5,2017-02-11,2,0,10,16,1,1,1,100,0,,0
MAIPO5,2018-02-11,2,0,40,16,4,0,1,100,0,,0
MAIPO5,2019-02-04,3,0,70,16,1,1,1,100,,,20
MAIPO5,2021-01-28,1,0,10,16,1,0,0,100,0,,0
MAIPO5,2021-07-06,5,0,65,16,3,1,1,100,,,20
MAIPO5,2022-02-15,2,0,100,15,1,2,1,85,20,16,20
MAIPO5,2022-06-17,3,0,0,15,3,2,0,85,20,16,20
MAIPO5,2023-02-09,3,0,100,16,4,1,1,100,5,,20
MAIPO5,2023-07-06,0,0,,16,3,,1,100,45,19,
MAIPO6,2017-02-11,2,0,10,16,1,1,1,100,0,,0
MAIPO6,2018-02-11,2,0,40,16,4,0,1,100,0,,0
MAIPO6,2019-02-04,3,0,70,16,1,1,1,100,,,15
MAIPO6,2020-01-20,1,0,100,16,3,1,1,90,,15,20
MAIPO6,2021-01-28,1,0,10,16,1,0,1,100,0,,0
MAIPO6,2021-07-06,3,0,50,16,3,0,1,100,,,
MAIPO6,2022-02-15,2,0,100,15,1,2,1,90,30,16,10
MAIPO6,2022-06-17,2,0,0,15,3,2,0,90,30,16,10
MAIPO6,2023-02-09,4,0,100,16,4,1,1,100,5,,15
MAIPO6,2023-07-06,0,0,,,3,,,0,100,,
MAIPO7,2017-02-11,2,0,10,16,1,1,1,100,0,,0
MAIPO7,2018-02-11,2,0,40,16,4,0,1,100,0,,0
MAIPO7,2019-02-04,3,0,60,16,1,1,1,100,,,5
MAIPO7,2020-01-20,1,0,100,16,3,1,1,100,,,10
MAIPO7,2021-01-28,1,0,10,16,1,0,1,100,0,,0
MAIPO7,2021-07-06,3,0,50,16,3,0,1,100,,,
MAIPO7,2022-02-15,1,0,100,15,1,2,1,90,20,16,20
MAIPO7,2022-06-17,2,0,0,15,1,2,1,90,20,16,20
MAIPO7,2023-02-09,4,0,100,16,4,1,1,100,10,,15
MAIPO7,2023-07-06,0,0,,,3,,,0,100,,
MAIPO8,2017-02-11,2,0,10,16,1,1,1,100,0,,0
MAIPO8,2018-02-11,2,0,40,16,4,0,1,100,0,,0
MAIPO8,2019-02-04,3,0,60,16,1,0,1,100,,,
MAIPO8,2020-01-20,1,0,100,16,5,0,1,100,,,
MAIPO8,2021-01-28,1,0,5,16,1,0,1,100,0,,0
MAIPO8,2021-07-06,3,0,50,16,3,0,1,100,,,
MAIPO8,2022-02-15,1,0,100,15,1,0,1,100,20,16,0
MAIPO8,2022-06-17,3,0,0,15,1,,,100,20,16,
MAIPO8,2023-02-09,3,0,100,16,4,0,1,100,55,,0
MAIPO8,2023-07-06,0,0,,,3,,,0,100,,
MAIPO9,2017-02-11,2,0,10,16,1,1,1,,,,
MAIPO9,2021-01-28,1,0,5,16,1,0,0,100,0,,0
MAIPO9,2021-07-06,3,0,40,16,3,0,1,100,,,
MAIPO9,2022-02-15,2,0,100,15,1,0,1,100,60,16,0
MAIPO9,2022-06-17,3,0,0,15,1,,0,100,60,16,
MAIPO9,2023-02-09,3,0,100,16,4,0,1,100,55,,0
MAIPO9,2023-07-06,0,0,,,3,,,0,100,,
MANTA1,2020-02-09,0,0,100,1,6,5,0,50,10,99,80
MANTA1,2020-07-23,0,0,100,1,4,5,,50,30,2,70
MANTA1,2021-01-26,0,0,100,1,4,5,1,30,30,2,50
MANTA1,2021-07-15,0,0,0,1,6,4,1,80,65,,20
MANTA1,2022-02-07,0,0,100,1,3,5,0,20,20,3,80
MANTA1,2022-06-28,1,0,0,1,4,5,0,45,10,,80
MANTA1,2023-01-25,1,0,0,1,4,5,0,25,25,,45
MANTA1,2023-07-12,0,0,,1,3,5,0,50,25,,65
MANTA10,2020-02-09,2,0,100,16,4,2,0,90,30,,10
MANTA10,2021-01-26,1,0,100,16,4,2,1,100,30,,5
MANTA10,2021-07-15,0,0,0,16,4,0,1,100,,,
MANTA10,2022-02-07,1,0,100,16,3,0,0,100,10,,
MANTA10,2022-06-28,1,0,0,16,3,1,0,100,10,,10
MANTA10,2023-01-25,3,0,0,16,4,2,0,80,15,,20
MANTA10,2023-07-12,3,0,,16,3,,0,95,5,,
MANTA11,2020-02-09,3,0,100,16,4,2,0,90,30,,10
MANTA11,2020-07-23,1,0,10,16,4,2,,90,80,,10
MANTA11,2021-01-26,1,0,100,1,4,2,,100,80,,10
MANTA11,2021-07-15,0,0,0,1,4,0,1,100,,,
MANTA11,2022-02-07,2,0,100,16,3,0,0,100,10,,
MANTA11,2022-06-28,1,0,0,16,3,5,0,80,80,,20
MANTA11,2023-01-25,3,0,0,1,4,5,0,70,45,,55
MANTA11,2023-07-12,3,0,,1,3,5,0,80,80,,20
MANTA12,2020-02-09,3,0,100,1,4,5,0,95,30,,50
MANTA12,2020-07-23,3,0,10,1,4,5,,100,70,,30
MANTA12,2021-01-26,1,0,100,1,4,5,0,60,70,,25
MANTA12,2021-07-15,0,0,0,1,4,5,1,60,,,40
MANTA12,2022-02-07,2,0,100,1,3,5,0,90,70,,20
MANTA12,2022-06-28,0,0,0,1,3,5,1,80,80,,20
MANTA12,2023-01-25,4,0,0,1,4,5,0,50,35,,65
MANTA12,2023-07-12,3,0,,1,3,5,0,75,80,,20
MANTA13,2020-02-09,2,0,100,1,4,5,0,100,30,,50
MANTA13,2020-07-23,2,0,10,1,4,5,,100,60,,40
MANTA13,2021-01-26,1,0,100,1,4,5,1,100,50,,45
MANTA13,2021-07-15,0,0,0,1,4,5,1,70,,,30
MANTA13,2022-02-07,2,0,100,1,3,5,0,100,70,,20
MANTA13,2022-06-28,0,0,0,1,3,5,0,70,50,,50
MANTA13,2023-01-25,4,0,0,16,4,5,0,85,40,,60
MANTA13,2023-07-12,3,0,,1,3,5,0,85,55,,40
MANTA14,2020-02-09,2,0,100,1,4,2,0,100,30,,50
MANTA14,2020-07-23,2,0,10,1,4,2,,100,50,,50
MANTA14,2021-01-26,1,0,100,1,4,2,0,100,40,,50
MANTA14,2021-07-15,0,0,0,1,4,5,1,95,,,5
MANTA14,2022-02-07,1,0,100,1,3,5,0,80,70,,20
MANTA14,2022-06-28,0,0,0,1,3,5,,60,40,,60
MANTA14,2023-01-25,3,0,0,1,4,5,0,30,35,,60
MANTA14,2023-07-12,2,0,,1,3,5,0,85,70,,25
MANTA15,2020-02-09,3,0,100,1,4,2,0,100,30,,50
MANTA15,2020-07-23,3,0,10,1,4,2,,100,75,,25
MANTA15,2021-01-26,1,0,100,1,4,2,0,100,70,,20
MANTA15,2021-07-15,0,0,0,1,4,0,1,100,,,
MANTA15,2022-02-07,1,0,100,1,3,3,0,100,80,,10
MANTA15,2022-06-28,0,0,0,16,5,5,0,60,40,,60
MANTA15,2023-01-25,2,0,0,1,4,5,0,90,45,,50
MANTA15,2023-07-12,3,0,,1,3,5,0,70,75,,20
MANTA2,2020-02-09,0,0,100,1,6,5,0,75,25,99,70
MANTA2,2020-07-23,0,0,100,1,4,5,,75,40,99,60
MANTA2,2021-01-26,0,0,100,1,4,5,0,75,25,99,70
MANTA2,2021-07-15,0,0,0,1,6,5,1,70,80,,20
MANTA2,2022-02-07,0,0,100,1,3,5,0,90,25,,75
MANTA2,2022-06-28,2,0,0,1,4,5,0,50,15,,80
MANTA2,2023-01-25,0,0,0,1,4,5,0,50,50,,30
MANTA2,2023-07-12,1,0,,1,3,5,0,75,70,,30
MANTA3,2020-02-09,0,0,100,1,6,5,0,30,10,99,75
MANTA3,2020-07-23,0,0,10,1,4,5,,50,60,99,40
MANTA3,2021-01-26,0,0,100,1,4,5,0,50,40,99,50
MANTA3,2021-07-15,0,0,0,1,6,1,1,80,30,,50
MANTA3,2022-02-07,1,0,100,1,3,5,0,90,30,,50
MANTA3,2022-06-28,2,0,0,1,4,5,0,70,15,,80
MANTA3,2023-01-25,0,0,0,1,4,1,0,20,30,,60
MANTA3,2023-07-12,0,0,,1,3,5,1,70,45,,40
MANTA4,2020-02-09,0,0,100,1,6,5,0,80,35,,65
MANTA4,2020-07-23,0,0,10,1,4,5,,80,35,,65
MANTA4,2021-01-26,0,0,100,1,4,5,0,50,25,,65
MANTA4,2021-07-15,0,0,0,1,6,5,1,80,,,20
MANTA4,2022-02-07,1,0,100,1,3,5,0,80,45,,30
MANTA4,2022-06-28,1,0,0,2,4,5,0,50,20,,80
MANTA4,2023-01-25,0,0,0,1,4,5,0,40,30,,50
MANTA4,2023-07-12,1,0,,1,3,5,0,75,70,,30
MANTA5,2020-02-09,0,0,100,1,6,5,0,60,50,99,45
MANTA5,2020-07-23,0,0,10,1,4,5,,60,60,99,40
MANTA5,2021-01-26,0,0,100,1,4,5,0,10,40,99,50
MANTA5,2021-07-15,0,0,0,1,6,5,1,90,40,,20
MANTA5,2022-02-07,1,1,100,1,3,5,0,80,45,,30
MANTA5,2022-06-28,1,0,0,1,4,5,0,60,20,,80
MANTA5,2023-01-25,0,0,0,1,4,5,0,70,40,,45
MANTA5,2023-07-12,0,0,,1,3,5,0,40,70,,25
MANTA6,2020-02-09,1,0,100,1,,4,1,100,70,,20
MANTA6,2020-07-23,1,0,10,1,4,4,,90,70,,20
MANTA6,2021-01-26,1,0,100,1,4,4,0,90,70,,30
MANTA6,2021-07-15,0,0,0,1,4,5,1,90,,,10
MANTA6,2022-02-07,1,1,100,1,3,5,0,90,25,,65
MANTA6,2022-06-28,1,0,0,1,4,4,1,80,40,,60
MANTA6,2023-01-25,3,0,0,1,4,5,0,85,60,,35
MANTA6,2023-07-12,1,0,,1,3,5,0,80,70,,30
MANTA7,2020-02-09,1,0,100,16,6,2,0,100,50,,10
MANTA7,2020-07-23,1,0,10,16,4,2,,100,65,,10
MANTA7,2021-01-26,1,0,100,1,4,1,0,100,30,16,10
MANTA7,2021-07-15,0,0,0,1,4,1,1,100,,16,10
MANTA7,2022-02-07,1,1,100,1,3,3,0,90,40,,40
MANTA7,2022-06-28,1,0,0,1,1,4,0,100,20,16,20
MANTA7,2023-01-25,3,0,0,1,4,1,0,100,25,16,45
MANTA7,2023-07-12,2,0,,16,3,1,0,90,20,,15
MANTA8,2020-02-09,1,0,100,16,4,2,0,100,30,,5
MANTA8,2020-07-23,1,0,10,16,4,2,,100,30,,5
MANTA8,2021-01-26,1,0,100,16,4,2,0,100,30,,5
MANTA8,2021-07-15,0,0,0,16,4,0,1,100,,,
MANTA8,2022-02-07,1,1,100,1,3,3,0,100,40,16,30
MANTA8,2022-06-28,1,0,0,16,1,0,0,100,10,,0
MANTA8,2023-01-25,3,0,0,16,4,2,0,100,15,,15
MANTA8,2023-07-12,2,0,,16,3,,0,90,5,,0
MANTA9,2020-02-09,1,0,100,16,4,2,0,100,30,,5
MANTA9,2020-07-23,1,0,100,16,4,2,,100,30,,5
MANTA9,2021-01-26,1,0,100,16,4,2,0,100,30,,5
MANTA9,2021-07-15,0,0,0,16,4,0,1,100,,,
MANTA9,2022-02-07,1,1,100,16,3,0,0,,10,,
MANTA9,2022-06-28,1,0,0,16,1,1,0,100,10,,10
MANTA9,2023-01-25,3,0,0,16,4,2,0,100,15,,15
MANTA9,2023-07-12,3,0,,16,3,,0,95,5,,
MATAQ3,2021-01-20,4,0,100,15,8,0,0,100,70,,0
MATAQ3,2022-01-19,0,0,0,15,6,0,1,100,60,,0
MATAQ3,2022-07-02,3,0,10,15,5,0,1,100,100,,
MATAQ3,2023-01-26,1,0,0,15,2,2,1,100,75,,15
MATAQ3,2023-06-17,3,0,30,15,5,3,1,100,80,,10
MATAQ4,2021-01-20,3,0,100,15,8,2,,100,50,,20
MATAQ4,2022-01-19,0,0,0,15,6,2,1,100,30,,20
MATAQ4,2022-07-02,2,0,5,15,5,1,1,100,80,,10
MATAQ4,2023-01-26,4,0,0,15,2,3,1,100,70,,20
MATAQ4,2023-06-17,4,0,50,15,8,3,1,100,80,,10
MATAQ6,2021-01-20,3,0,100,16,7,2,1,100,20,15,20
MATAQ6,2022-01-19,0,0,0,15,6,1,1,30,70,16,5
MATAQ6,2022-07-02,4,0,30,15,5,1,1,100,70,16,10
MATAQ6,2023-01-26,1,0,0,15,4,2,1,100,70,,15
MATAQ6,2023-06-17,3,0,60,14,6,2,,100,60,16,10
PU1,2020-07-26,1,1,60,14,8,1,1,100,40,,40
PU1,2020-10-12,0,0,80,14,2,1,0,100,60,,30
PU1,2020-10-16,0,0,100,14,7,1,1,100,40,,50
PU1,2021-01-12,0,0,10,14,2,1,0,100,70,,20
PU1,2022-02-13,0,0,20,14,2,2,0,100,60,,30
PU1,2023-01-31,0,0,40,14,2,0,0,100,60,15,25
PU1,2023-07-07,1,0,90,14,2,1,0,70,50,,50
PU2,2020-07-26,3,1,100,19,8,1,1,100,60,,20
PU2,2020-10-12,1,0,10,19,1,1,0,100,60,,30
PU2,2020-10-16,1,0,90,19,8,1,1,100,60,,30
PU2,2021-01-12,1,0,30,14,2,1,1,100,70,,20
QH,2020-07-26,2,1,80,14,8,1,,90,40,1,40
QH,2020-10-12,1,0,50,14,1,1,0,80,40,1,20
QH,2020-10-16,2,0,90,14,8,1,0,80,10,1,40
QH,2021-01-12,1,0,30,14,1,2,0,80,50,1,20
QH,2022-02-13,1,0,20,14,2,2,0,90,70,,20
QH,2023-02-14,0,1,60,14,2,1,0,100,75,15,20
QH,2023-07-07,1,0,80,14,2,1,0,70,50,,50
RL1,2022-07-13,0,0,30,14,2,1,1,100,40,17,20
RL1,2023-02-11,1,0,50,14,2,1,1,90,55,17,30
RL1,2023-07-10,1,0,,14,2,1,0,90,65,,15
RL2,2022-07-10,0,0,30,14,2,1,0,100,40,17,20
RL2,2023-02-11,1,0,50,14,2,1,0,90,60,17,15
RL2,2023-07-10,1,0,0,14,2,1,0,100,65,17,20
RL3,2022-07-13,0,0,30,14,4,1,0,100,40,17,30
RL3,2023-02-11,1,0,50,14,2,1,0,80,65,17,30
RL3,2023-07-10,1,0,0,14,2,1,0,,25,17,50
RL4,2023-02-11,1,0,60,14,2,1,0,90,85,,10
RL4,2023-07-10,1,0,0,14,2,1,0,90,25,17,45
RL5,2022-07-13,0,0,40,14,2,1,1,100,60,,30
RL5,2023-02-11,1,0,60,14,2,1,0,90,60,,25
RL5,2023-07-10,1,0,0,14,2,1,0,100,20,17,70
RL6,2022-07-13,0,0,40,14,2,1,0,100,40,,30
RL6,2023-02-11,1,0,60,14,2,1,0,100,75,,15
RL6,2023-07-10,1,0,0,14,2,1,0,100,25,17,65
ROCUANT1,2017-01-25,6,0,10,14,7,1,1,85,30,1,10
ROCUANT1,2018-02-03,0,0,1,14,7,1,1,100,30,1,15
ROCUANT1,2019-02-06,0,0,15,1,7,1,1,100,,14,15
ROCUANT1,2020-01-23,0,0,30,1,7,1,1,100,30,14,15
ROCUANT1,2021-02-09,2,0,0,1,7,0,1,100,40,14,10
ROCUANT2,2017-01-25,6,0,10,14,7,1,1,85,30,1,10
ROCUANT2,2018-02-03,0,0,1,14,7,1,1,100,30,1,15
ROCUANT2,2019-02-06,0,0,15,1,7,1,1,100,,14,10
ROCUANT2,2020-01-23,0,0,30,1,7,1,1,100,30,14,15
ROCUANT2,2021-02-09,2,0,0,1,7,0,1,100,40,14,10
ROCUANT3,2021-02-09,2,0,0,1,7,0,1,100,40,14,10
ROCUANT3,2022-02-15,1,0,100,14,7,0,1,100,40,15,0